flight_number,airline_name,departure_airport,departure_city,departure_country,departure_time,arrival_airport,arrival_city,arrival_country,duration_hours,distance_km
LA3448,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,7:24 AM,Ministro Pistarini International,Buenos Aires,Argentina,15,6950
EK2108,Emirates,Dubai International,Dubai,UAE,3:11 PM,Hamad International,Doha,Qatar,12,1880
AM1964,Aeroméxico,Benito Juárez International,Mexico City,Mexico,11:10 AM,O'Hare International,Chicago,USA,16,4557
ET9838,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,2:20 AM,Hamad International,Doha,Qatar,20,3370
AC3020,Air Canada,Toronto Pearson,Toronto,Canada,2:20 PM,John F. Kennedy International,New York,USA,2,1148
NH8743,All Nippon Airways,Haneda,Tokyo,Japan,7:43 PM,Incheon International,Seoul,South Korea,22,4947
AI1775,Air India,Indira Gandhi International,Delhi,India,2:57 PM,Arturo Merino Benítez International,Santiago,Chile,17,8812
CX8409,Cathay Pacific,Hong Kong International,Hong Kong,China,3:52 AM,Changi,Singapore,Singapore,13,7249
WN1265,Southwest Airlines,Los Angeles International,Los Angeles,USA,11:24 PM,Vancouver International,Vancouver,Canada,13,9180
LA2187,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,2:18 AM,Jomo Kenyatta International,Nairobi,Kenya,22,762
QR5695,Qatar Airways,Hamad International,Doha,Qatar,8:44 PM,Chhatrapati Shivaji International,Mumbai,India,12,468
AC3505,Air Canada,Toronto Pearson,Toronto,Canada,12:00 PM,John F. Kennedy International,New York,USA,21,8647
WN9155,Southwest Airlines,Los Angeles International,Los Angeles,USA,8:07 PM,San Francisco International,San Francisco,USA,15,6081
AV4539,Avianca,El Dorado International,Bogotá,Colombia,3:26 PM,Changi,Singapore,Singapore,20,518
AV4884,Avianca,El Dorado International,Bogotá,Colombia,2:49 PM,O'Hare International,Chicago,USA,3,4110
UA1392,United Airlines,Los Angeles International,Los Angeles,USA,7:12 PM,San Francisco International,San Francisco,USA,19,8418
AI8506,Air India,Indira Gandhi International,Delhi,India,4:05 AM,Dubai International,Dubai,UAE,13,5585
AZ3766,Alitalia,Leonardo da Vinci International,Rome,Italy,4:50 AM,Amsterdam Airport Schiphol,Amsterdam,Netherlands,12,2146
SA6768,South African Airways,O.R. Tambo International,Johannesburg,South Africa,11:11 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,17,8581
AV3743,Avianca,El Dorado International,Bogotá,Colombia,10:45 AM,O'Hare International,Chicago,USA,4,4583
DL4343,Delta Air Lines,John F. Kennedy International,New York,USA,6:37 PM,Logan International,Boston,USA,15,1248
SQ4857,Singapore Airlines,Changi,Singapore,Singapore,3:18 AM,Vienna International,Vienna,Austria,18,745
LH2536,Lufthansa,Frankfurt Airport,Frankfurt,Germany,3:12 AM,Amsterdam Airport Schiphol,Amsterdam,Netherlands,1,7122
NH9502,All Nippon Airways,Haneda,Tokyo,Japan,6:05 PM,Incheon International,Seoul,South Korea,14,6334
SK6503,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,11:28 PM,Charles de Gaulle,Paris,France,18,5309
QF1724,Qantas,Sydney Airport,Sydney,Australia,7:28 AM,Melbourne Airport,Melbourne,Australia,11,6651
IB5226,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,8:43 PM,Charles de Gaulle,Paris,France,3,4876
QF7218,Qantas,Sydney Airport,Sydney,Australia,11:53 PM,Melbourne Airport,Melbourne,Australia,7,4414
IB2507,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,5:05 AM,Charles de Gaulle,Paris,France,6,4208
WN7726,Southwest Airlines,Los Angeles International,Los Angeles,USA,12:07 PM,San Francisco International,San Francisco,USA,22,4687
AC8262,Air Canada,Toronto Pearson,Toronto,Canada,9:50 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,1,189
NZ2820,Air New Zealand,Auckland Airport,Auckland,New Zealand,4:38 PM,Changi,Singapore,Singapore,11,961
EK6905,Emirates,Dubai International,Dubai,UAE,1:32 AM,Jomo Kenyatta International,Nairobi,Kenya,16,1211
WN5098,Southwest Airlines,Los Angeles International,Los Angeles,USA,8:15 PM,San Francisco International,San Francisco,USA,17,7438
AA1144,American Airlines,John F. Kennedy International,New York,USA,4:17 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,5,1654
SQ3131,Singapore Airlines,Changi,Singapore,Singapore,11:13 AM,Brisbane Airport,Brisbane,Australia,7,1669
TG5589,Thai Airways,Suvarnabhumi,Bangkok,Thailand,4:49 AM,Changi,Singapore,Singapore,15,3250
SK2386,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,6:08 PM,Charles de Gaulle,Paris,France,21,2787
NH7202,All Nippon Airways,Haneda,Tokyo,Japan,11:17 PM,Incheon International,Seoul,South Korea,20,9415
QF2199,Qantas,Sydney Airport,Sydney,Australia,10:04 PM,Melbourne Airport,Melbourne,Australia,22,752
KE5284,Korean Air,Incheon International,Seoul,South Korea,9:22 PM,Haneda,Tokyo,Japan,19,4472
AV2826,Avianca,El Dorado International,Bogotá,Colombia,1:43 AM,O'Hare International,Chicago,USA,4,3054
IB8002,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,1:20 AM,Charles de Gaulle,Paris,France,8,8374
TG7537,Thai Airways,Suvarnabhumi,Bangkok,Thailand,9:04 PM,Changi,Singapore,Singapore,13,4369
TG3547,Thai Airways,Suvarnabhumi,Bangkok,Thailand,1:26 AM,Indira Gandhi International,Delhi,India,21,7098
SA4429,South African Airways,O.R. Tambo International,Johannesburg,South Africa,1:19 PM,Charles de Gaulle,Paris,France,15,3321
NZ4265,Air New Zealand,Auckland Airport,Auckland,New Zealand,7:20 PM,Miami International,Miami,USA,8,5200
NH5949,All Nippon Airways,Haneda,Tokyo,Japan,11:42 PM,Frankfurt Airport,Frankfurt,Germany,13,4931
DL4833,Delta Air Lines,John F. Kennedy International,New York,USA,5:51 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,12,8711
DL2308,Delta Air Lines,John F. Kennedy International,New York,USA,9:28 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,24,1748
AZ7649,Alitalia,Leonardo da Vinci International,Rome,Italy,9:09 AM,Charles de Gaulle,Paris,France,8,3502
KL5799,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,10:04 AM,Munich Airport,Munich,Germany,11,7496
TG2649,Thai Airways,Suvarnabhumi,Bangkok,Thailand,9:57 AM,Melbourne Airport,Melbourne,Australia,5,8205
NH6392,All Nippon Airways,Haneda,Tokyo,Japan,10:38 PM,Incheon International,Seoul,South Korea,15,2759
AA7284,American Airlines,John F. Kennedy International,New York,USA,9:27 PM,Los Angeles International,Los Angeles,USA,16,5883
AI3081,Air India,Indira Gandhi International,Delhi,India,8:13 PM,Hong Kong International,Hong Kong,China,7,4709
AI8506,Air India,Indira Gandhi International,Delhi,India,4:11 AM,Dubai International,Dubai,UAE,2,5094
AA6481,American Airlines,John F. Kennedy International,New York,USA,9:00 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,18,194
WN9522,Southwest Airlines,Los Angeles International,Los Angeles,USA,10:46 AM,San Francisco International,San Francisco,USA,10,5245
UA4386,United Airlines,Los Angeles International,Los Angeles,USA,10:44 AM,San Francisco International,San Francisco,USA,4,2356
SK3905,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,10:26 PM,Charles de Gaulle,Paris,France,4,2663
BA7540,British Airways,Heathrow,London,UK,12:11 AM,Charles de Gaulle,Paris,France,2,7104
DL8353,Delta Air Lines,John F. Kennedy International,New York,USA,9:05 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,23,8002
CX9277,Cathay Pacific,Hong Kong International,Hong Kong,China,1:55 PM,Charles de Gaulle,Paris,France,24,5947
AC7769,Air Canada,Toronto Pearson,Toronto,Canada,4:51 PM,Miami International,Miami,USA,19,583
UA8589,United Airlines,Los Angeles International,Los Angeles,USA,1:59 PM,Adolfo Suárez Madrid–Barajas,Madrid,Spain,22,9543
SQ3534,Singapore Airlines,Changi,Singapore,Singapore,1:34 PM,Leonardo da Vinci International,Rome,Italy,18,156
CX1637,Cathay Pacific,Hong Kong International,Hong Kong,China,12:15 AM,Changi,Singapore,Singapore,6,9172
IB9152,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,9:18 AM,Charles de Gaulle,Paris,France,7,1510
AI8874,Air India,Indira Gandhi International,Delhi,India,4:53 PM,Chhatrapati Shivaji International,Mumbai,India,24,9604
AM9301,Aeroméxico,Benito Juárez International,Mexico City,Mexico,1:44 AM,O'Hare International,Chicago,USA,16,9448
SA3924,South African Airways,O.R. Tambo International,Johannesburg,South Africa,1:09 AM,Leonardo da Vinci International,Rome,Italy,6,4584
NZ3376,Air New Zealand,Auckland Airport,Auckland,New Zealand,6:05 AM,Brisbane Airport,Brisbane,Australia,20,8869
DL9023,Delta Air Lines,John F. Kennedy International,New York,USA,7:52 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,18,2216
NZ5165,Air New Zealand,Auckland Airport,Auckland,New Zealand,3:10 PM,Sydney Airport,Sydney,Australia,14,8007
AC8594,Air Canada,Toronto Pearson,Toronto,Canada,7:17 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,21,5021
DL4495,Delta Air Lines,John F. Kennedy International,New York,USA,9:51 PM,Miami International,Miami,USA,22,8545
BA7302,British Airways,Heathrow,London,UK,6:04 AM,Charles de Gaulle,Paris,France,5,3403
EK5772,Emirates,Dubai International,Dubai,UAE,7:53 AM,Hamad International,Doha,Qatar,3,5875
AM2018,Aeroméxico,Benito Juárez International,Mexico City,Mexico,1:20 AM,O'Hare International,Chicago,USA,14,1888
AC3652,Air Canada,Toronto Pearson,Toronto,Canada,11:03 AM,Miami International,Miami,USA,16,9306
BA6528,British Airways,Heathrow,London,UK,1:47 AM,Vienna International,Vienna,Austria,14,4789
AF5551,Air France,Charles de Gaulle,Paris,France,11:23 AM,Ministro Pistarini International,Buenos Aires,Argentina,2,2925
KE4403,Korean Air,Incheon International,Seoul,South Korea,11:31 AM,Haneda,Tokyo,Japan,2,8007
WN3613,Southwest Airlines,Los Angeles International,Los Angeles,USA,3:00 PM,San Francisco International,San Francisco,USA,7,2259
IB2973,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,6:52 AM,Charles de Gaulle,Paris,France,8,9873
NH3030,All Nippon Airways,Haneda,Tokyo,Japan,9:51 AM,Incheon International,Seoul,South Korea,6,2282
BA7701,British Airways,Heathrow,London,UK,2:56 AM,São Paulo/Guarulhos International,São Paulo,Brazil,18,8238
AV3749,Avianca,El Dorado International,Bogotá,Colombia,11:32 PM,O'Hare International,Chicago,USA,24,7400
