flight_id,airline_name,airline_code,flight_number,departure_airport,arrival_airport,cabin_class,ticket_type,aircraft_type,departure_time,arrival_time,flight_duration_hours,distance_miles,base_fare_usd
132,All Nippon Airways,NH,NH8158,HND,ICN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/10/2025,2/10/2026,2.96,2586,3321.04
133,Singapore Airlines,SQ,SQ6136,SIN,PEK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/31/2026,10/26/2026,14.81,5085,2628.37
134,SAS Scandinavian,SK,SK7338,CPH,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/9/2022,8/14/2026,5.71,5132,866.0
135,Air India,AI,AI1710,DEL,BOM,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/7/2025,1/15/2024,12.99,622,1482.15
136,Emirates,EK,EK3996,DXB,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/17/2024,1/7/2025,3.44,2553,2320.34
137,Ethiopian Airlines,ET,ET8511,ADD,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/8/2024,7/30/2025,0.37,4001,2081.9
138,South African Airways,SA,SA8756,JNB,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/26/2023,2/18/2026,1.2,535,1789.8
139,Aeroméxico,AM,AM4741,MEX,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/10/2023,9/23/2022,13.96,5849,446.12
140,British Airways,BA,BA3470,LHR,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/13/2023,7/9/2023,14.54,4829,2194.2
141,Air New Zealand,NZ,NZ7379,AKL,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/10/2026,1/10/2024,2.54,6747,2932.62
142,Air India,AI,AI2709,DEL,BOM,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/6/2024,2/1/2023,15.89,6123,962.28
143,Air Canada,AC,AC6946,YYZ,JFK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/8/2026,5/15/2024,10.76,7291,1198.01
144,Southwest Airlines,WN,WN7860,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/2/2024,7/9/2022,4.35,4791,2538.07
145,LATAM Airlines,LA,LA3448,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/5/2023,3/16/2023,4.28,1981,2853.91
146,Lufthansa,LH,LH7839,FRA,ZRH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/15/2023,9/11/2022,3.33,5392,2939.26
147,Air France,AF,AF1424,CDG,CPH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/16/2022,1/21/2023,15.19,2894,1840.82
148,Qantas,QF,QF1141,SYD,MEL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/6/2022,12/2/2024,8.44,272,1396.53
149,Avianca,AV,AV3679,BOG,LAX,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/19/2026,12/2/2026,17.37,2417,3081.06
150,Southwest Airlines,WN,WN2810,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/6/2023,6/26/2023,8.04,6390,1780.29
151,Southwest Airlines,WN,WN8141,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/10/2024,4/19/2025,0.62,7872,689.77
152,Thai Airways,TG,TG7029,BKK,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/17/2023,12/19/2025,15.33,4440,447.51
153,Air France,AF,AF1252,CDG,AMS,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/2/2022,1/13/2026,11.52,6275,322.78
154,LATAM Airlines,LA,LA3325,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/13/2022,9/28/2025,0.46,7043,2380.96
155,All Nippon Airways,NH,NH6266,HND,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/12/2026,4/3/2025,6.77,4384,2866.06
156,British Airways,BA,BA2476,LHR,MAD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/5/2022,5/2/2026,8.16,8391,1593.29
157,KLM Royal Dutch Airlines,KL,KL5197,AMS,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/18/2025,3/12/2024,0.61,3626,774.61
158,Cathay Pacific,CX,CX7350,HKG,BOM,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/2/2026,5/17/2024,10.48,147,1171.95
159,Avianca,AV,AV4401,BOG,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/6/2025,1/14/2026,10.56,6655,2042.05
160,Lufthansa,LH,LH2394,FRA,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/8/2023,2/28/2022,6.67,1677,3334.66
161,Air France,AF,AF4017,CDG,FRA,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/28/2023,5/3/2022,8.93,4063,197.21
162,Delta Air Lines,DL,DL7685,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/15/2022,3/1/2025,7.92,3699,3287.92
163,United Airlines,UA,UA5308,LAX,LIM,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/9/2023,2/24/2024,3.56,3252,1015.48
164,American Airlines,AA,AA4754,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/3/2024,12/6/2025,7.51,107,3478.99
165,Emirates,EK,EK6023,DXB,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/12/2022,12/4/2022,16.94,6205,2330.18
166,Aeroméxico,AM,AM3107,MEX,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/29/2025,11/11/2024,2.47,8244,115.63
167,Southwest Airlines,WN,WN2179,LAX,CAI,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/1/2023,5/23/2024,5.14,2758,1703.58
168,Southwest Airlines,WN,WN5147,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/20/2023,6/10/2024,12.12,2744,3485.6
169,Air India,AI,AI4651,DEL,BOM,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/31/2024,11/12/2024,7.8,2621,3198.57
170,South African Airways,SA,SA7437,JNB,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/17/2022,10/29/2023,14.05,788,2209.98
171,Air New Zealand,NZ,NZ8966,AKL,BOS,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/11/2024,10/15/2024,9.73,5440,768.82
172,Emirates,EK,EK1205,DXB,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/3/2022,10/10/2026,9.18,5278,3336.03
173,Singapore Airlines,SQ,SQ7261,SIN,PEK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/6/2023,1/6/2022,16.08,1522,2273.19
174,Thai Airways,TG,TG4764,BKK,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/30/2022,9/21/2025,12.59,2193,1344.62
175,United Airlines,UA,UA6894,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/2/2022,9/3/2026,6.57,1964,875.14
176,Qantas,QF,QF5171,SYD,MEL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/22/2026,9/2/2024,6.06,1708,2348.75
177,SAS Scandinavian,SK,SK5109,CPH,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/22/2026,5/8/2026,10.24,1884,409.87
178,Avianca,AV,AV8325,BOG,MEX,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/6/2024,11/3/2026,8.13,6873,1648.76
179,Singapore Airlines,SQ,SQ5675,SIN,PEK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/21/2025,9/23/2025,4.39,2746,2509.56
180,KLM Royal Dutch Airlines,KL,KL9443,AMS,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/6/2023,5/31/2022,7.43,7539,2637.36
181,Qatar Airways,QR,QR4230,DOH,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/29/2026,3/5/2024,2.82,4516,2601.41
182,Lufthansa,LH,LH3297,FRA,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/14/2024,12/29/2023,7.6,1969,525.85
183,Aeroméxico,AM,AM1859,MEX,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/4/2024,2/24/2026,13.3,539,587.81
184,Air Canada,AC,AC5480,YYZ,JFK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/3/2025,6/4/2023,11.88,7780,2887.41
185,Delta Air Lines,DL,DL9121,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/20/2023,11/5/2025,16.98,8905,2723.39
186,Southwest Airlines,WN,WN2114,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/5/2022,10/23/2024,6.5,3163,2853.1
187,Aeroméxico,AM,AM6955,MEX,JFK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/19/2024,10/19/2023,12.94,7490,1402.0
188,LATAM Airlines,LA,LA8742,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/13/2025,11/26/2026,4.11,7172,2254.65
189,Southwest Airlines,WN,WN6588,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/6/2022,3/30/2024,6.79,5453,2568.52
190,American Airlines,AA,AA5562,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/19/2022,12/26/2024,17.27,4034,2466.22
191,SAS Scandinavian,SK,SK9731,CPH,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/16/2024,12/23/2025,4.98,3563,290.97
192,Air New Zealand,NZ,NZ6454,AKL,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/12/2023,10/12/2025,16.28,8958,2943.68
193,United Airlines,UA,UA1658,LAX,SEA,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/19/2022,11/3/2023,9.51,6308,1879.62
194,Emirates,EK,EK9505,DXB,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/29/2022,7/9/2024,16.4,6810,2802.77
195,Lufthansa,LH,LH3993,FRA,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/10/2026,2/22/2026,10.58,7880,2986.22
196,Avianca,AV,AV8856,BOG,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/28/2025,4/10/2026,11.68,8209,282.74
197,Lufthansa,LH,LH8821,FRA,FCO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/14/2024,8/8/2022,5.4,1221,1474.54
198,Avianca,AV,AV7144,BOG,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/23/2022,9/8/2025,13.23,2762,3499.42
199,Cathay Pacific,CX,CX7797,HKG,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/3/2025,2/11/2024,8.18,7694,742.0
200,Delta Air Lines,DL,DL9974,JFK,HKG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/5/2024,7/29/2026,3.61,1408,1122.73
201,Delta Air Lines,DL,DL4692,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/23/2024,2/22/2025,9.77,4696,1741.37
202,Avianca,AV,AV9918,BOG,LAX,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/17/2023,2/3/2026,3.76,6547,3256.73
203,Cathay Pacific,CX,CX7980,HKG,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/1/2025,2/2/2025,8.86,2580,2716.59
204,Qantas,QF,QF4886,SYD,BNE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/31/2026,9/27/2025,1.88,2337,889.51
